index,시·도,시·군,기업명,업종,생산품,매출액,기업규모,외투기업,회계기준,출처URL,홈페이지URL,비고
618,부산광역시,강서구,오리엔탈정공,선박용 기계·구조물 제조업,선박용 크레인·구명설비·Deck House·기관실 케이싱,"2,073억원",중견기업,아니오,2025 연결,https://kind.krx.co.kr/common/disclsviewer.do?acptno=20260316000261&langTpCd=0&method=search&orgid=F&rcpno=20260316000206&tran=Y,http://www.opco.co.kr,부산 강서구 본사 소재 선박용 기계·구조물 제조 기업
619,부산광역시,사하구,동성화인텍,합성수지·초저온 보냉재 제조업,LNG 초저온 보냉재·폴리우레탄 시스템·소화약제·냉매,"7,421억 8,600만원",중견기업,아니오,2025 연결,https://kind.krx.co.kr/common/disclsviewer.do?acptno=20260318002506&method=search,http://www.dsfinetec.co.kr,부산 사하구 본사 소재 LNG 초저온 보냉재 전문 제조 기업
620,부산광역시,연제구,화승인더스트리,정밀화학·스포츠패션 ODM 제조업,신발 ODM·접착제·필름·정밀화학 소재,"1조 7,810억 4,130만 8,000원",대기업,아니오,2025 연결,https://www.hsi.co.kr/page/board/board.php?DEPTH=2&TREE_NO=54&site_id=main,https://www.hsi.co.kr/,부산 연제구 본사 소재 화승그룹 스포츠패션 ODM·정밀화학 제조 기업
621,부산광역시,강서구,조광요턴,도료 제조업,선박용·중방식용 도료 및 코팅제품,"2,901억 7,513만원",중견기업,예,2025,https://www.incruit.com/company/13344359/,https://www.jotun.com/kr-ko,부산 소재 선박용·중방식 도료 제조 기업
622,부산광역시,사하구,강남,선박 건조·수리업,합성수지선·강선 건조 및 선박 수리,"1,561억 1,057만원",중견기업,아니오,2025,https://m.saramin.co.kr/job-search/company-info-view?csn=MmFGZ1hobWUydTdQMm9YMWgrRUl0Zz09,http://www.kangnamship.co.kr,부산 사하구 소재 선박 건조·수리 전문 기업
623,부산광역시,강서구,동은단조,자동차부품·단조제품 제조업,자동차·산업기계용 단조부품,"3,813억 700만원",중견기업,아니오,2025,https://m.jobkorea.co.kr/company/43627480,http://www.defg.co.kr,부산 강서구 소재 자동차·산업기계 단조부품 제조 기업
624,부산광역시,강서구,삼덕통상,신발 제조업,기능성·스포츠 신발 및 신발 완제품,"1,362억 8,269만원",중견기업,아니오,2025,https://www.incruit.com/company/1686576504/,https://www.samduk.net/,부산 강서구 소재 신발 제조 기업
625,부산광역시,기장군,비엠티,밸브·피팅·전기장비 제조업,정밀계장용 피팅·밸브·전원분배장치·에너지 장비,"1,460억 7천만원",중견기업,아니오,2025.12,https://www.jobkorea.co.kr/company/1745568,https://www.superlok.com/,산업용 정밀 피팅·밸브 전문 제조 기업
626,부산광역시,사하구,대선조선,선박 제조업,상선·특수목적선·선박블록,"2,017억 4,994만원",중견기업,아니오,2025.12,https://www.catch.co.kr/Comp/CompInfo/380865,https://www.daesuns.co.kr/,동일스틸럭스그룹 계열 조선 제조 기업
627,부산광역시,강서구,한국특강,철강 제조업,열간압연·압출 철강제품·봉강,"7,671억 4,067만원",중견기업,아니오,2025.12,https://www.ekosco.com/sub/sub0301.html,https://www.ekosco.com/,열간압연·특수강 전문 제조 기업
628,부산광역시,기장군,화승코퍼레이션,고무·플라스틱·운송장비부품 제조업,산업용 고무제품·플라스틱제품·선박 및 항공기 부품,"4,888억 3,082만원",중견기업,아니오,2025.12,https://www.catch.co.kr/Comp/CompInfo/350060,https://www.hscorp.com/,화승그룹 계열 산업용 소재·부품 제조 기업
629,부산광역시,강서구,펠릭스테크,금속 단조제품·자동차부품 제조업,단조품·프랜지·자동차부품,"1,750억 7,394만원",중소기업,아니오,2025,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance?csn=eTlxVlFhVTBIeno4UEhnMENyYjh2dz09,https://www.fete.co.kr,부산 강서구 미음산단 소재 금속 단조·자동차부품 제조 기업
630,부산광역시,사하구,선보공업,선박용 엔진부품 제조업,선박용 엔진 관련 부품·조선기자재,"2,089억 300만원",중소기업,아니오,2025,https://www.jobkorea.co.kr/company/1666797,http://sbsunbo.com,부산 사하구 다대동 소재 선박용 엔진부품 제조 기업
631,부산광역시,해운대구,퓨트로닉,자동차 전장·전자부품 제조업,자동차용 액추에이터·모터·센서·전자제어부품,"1,755억 6,229만원",중견기업,아니오,2025.12,https://www.saramin.co.kr/zf_user/company-info/view/csn/M1hBUTdIUjNLTTNrN090dXU5Z3FqUT09/company_nm/%28%EC%A3%BC%29%ED%93%A8%ED%8A%B8%EB%A1%9C%EB%8B%89,https://futronic.co.kr/,자동차 전장·전자부품 전문 제조 기업
632,부산광역시,기장군,효성전기,자동차용 전동기·부품 제조업,블로워모터·EPS모터·EPB모터·Power Train용 모터,"2,664억 8,307만원",중견기업,아니오,2025,https://www.incruit.com/company/1407456/,https://www.hyoseong.co.kr/,자동차용 소형 전동기 전문 제조 기업
633,부산광역시,사상구,국제식품,육류 가공·식품 제조업,한우·돈육·수입육 가공품·포장육,"1,042억 8,905만원",중소기업,아니오,2025.12,https://www.saramin.co.kr/zf_user/company-info/view/csn/RTR6dFMwckhtMjlKSTUxeVhVV293QT09/company_nm/%28%EC%A3%BC%29%EA%B5%AD%EC%A0%9C%EC%8B%9D%ED%92%88,https://kukjefood.com/,국제식품그룹 계열 축산물 가공·식품 제조 기업
634,부산광역시,강서구,은하수산,수산식품 가공·제조업,냉동수산물·숙성회·조리 수산식품·수산물 가공품,"1,343억 2,667만원",중소기업,아니오,2025,https://www.saramin.co.kr/zf_user/jobs/view?rec_idx=45209930,https://www.eunhafisheries.com/,수산물 가공·식품 제조 전문 기업
635,부산광역시,강서구,삼영엠티,자동차부품·알루미늄 주물 제조업,자동차 엔진·동력전달 부품·알루미늄 다이캐스팅 제품,"1,025억 5,075만원",중소기업,아니오,2025.12,https://www.catch.co.kr/Comp/CompInfo/094789,https://www.symold.co.kr/,자동차용 알루미늄 다이캐스팅·부품 전문 제조 기업
636,강원특별자치도,강릉시,롯데칠성음료(주) 강릉공장,소주 제조업,"처음처럼,새로","3조 9,711억원",중기업,미확인,2025,https://zdnet.co.kr/view/?no=20260204135208,https://company.lottechilsung.co.kr/,롯데그룹 계열 음료 제조 기업
637,강원특별자치도,원주시,삼양식품(주),"면류, 마카로니 및 유사식품 제조업,곡물 혼합분말 및 반죽 제조업,기타 식품 첨가물 제조업","라면,스넥, 식용유, 장류","2조 3,518억원",대기업,미확인,2025,https://m.wsobi.com/news/articleView.html?idxno=303095,https://www.samyangfoods.com/,식품 제조 기업
638,강원특별자치도,홍천군,하이트진로(주) 강원공장,"단미 사료 및 기타 사료 제조업,맥아 및 맥주 제조업,배합 사료 제조업,반려동물용 사료 제조업","단미 사료, 맥아 및 맥주, 반려동물용 사료, 배합 사료","2조 2,404억원",대기업,미확인,2025,https://www.jobkorea.co.kr/company/1508733,https://www.hitejinro.com/,주류 제조 기업
639,강원특별자치도,원주시,(주)파리크라상,빵류 제조업,"카스테라, 만주 등","1조 9,780억원",중기업,미확인,2025,https://m.saramin.co.kr/job-search/company-info-view?csn=cDhodXJVUVZMbE8zQUlNMlowU2R5dz09,https://www.paris.co.kr/company/about-pariscroissant/,식품 제조 기업
640,강원특별자치도,동해시,쌍용씨앤이(주) 북평공장,시멘트 제조업,시멘트,"1조 4,886억원",중기업,미확인,2025,https://www.catch.co.kr/Comp/CompSummary/360252,https://www.ssyc.co.kr/,시멘트 제조 기업
641,강원특별자치도,동해시,쌍용씨앤이(주)동해공장,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업,시멘트 제조업","시멘트, 화학물질","1조 4,886억원",대기업,미확인,2025,https://www.catch.co.kr/Comp/CompSummary/360252,https://www.ssyc.co.kr/,시멘트 제조 기업
642,강원특별자치도,영월군,쌍용씨앤이(주)영월공장,시멘트 제조업,시멘트,"1조 4,886억원",중기업,미확인,2025,https://www.catch.co.kr/Comp/CompSummary/360252,https://www.ssyc.co.kr/,시멘트 제조 기업
643,강원특별자치도,횡성군,동원시스템즈(주),"포장용 플라스틱 성형용기 제조업,기타 비알코올 음료 제조업","비알코올음료, 포장용PET병","1조 2,655억원",대기업,미확인,2025,https://www.jobkorea.co.kr/company/1896990,https://www.dongwonsystems.com/,포장재 제조 기업
644,강원특별자치도,원주시,(주)한국인삼공사고려인삼창(원주공장),인삼식품 제조업,"홍삼, 홍삼제품",1조 300.8억원,중기업,미확인,2025,https://www.incruit.com/company/10441338/,https://www.kgc.co.kr/,인삼식품 제조 기업
645,강원특별자치도,영월군,한일시멘트(주) 영월공장,시멘트 제조업,포틀랜드시멘트1종,1조 110억원,중기업,미확인,2025,https://www.jobkorea.co.kr/company/16152754,https://www.hanilcement.com/,시멘트 제조 기업
646,강원특별자치도,삼척시,(주)삼표시멘트 삼척공장,"시멘트 제조업,코크스 및 연탄 제조업,구조용 금속 판제품 및 공작물 제조업","Pet-Coke Powder, 시멘트, 판제품 등","6,406.1억원",대기업,미확인,2025,https://www.jobkorea.co.kr/company/1496827,https://www.sampyocement.co.kr/,시멘트 제조 기업
647,강원특별자치도,춘천시,(주)일화,"합성의약품 및 기타 완제 의약품 제조업,건강보조용 액화식품 제조업,생물 의약품 제조업,기타 비알코올 음료 제조업,그 외 기타 식료품 제조업,건강기능식품 제조업,인삼식품 제조업","기타가공품, 액상차, 의약품, 의약품,인삼제품, 인삼음료, 홍삼음료, 혼합음료, 인삼제품, 홍삼제품","1,885.4억원",중기업,미확인,2025,https://www.jobkorea.co.kr/company/1848916/,http://www.ilhwa.co.kr/,식품·의약품 제조 기업
648,강원특별자치도,춘천시,일동후디스(주),"건강기능식품 제조업,커피 가공업,기타 비알코올 음료 제조업,수프 및 균질화식품 제조업,액상시유 및 기타 낙농제품 제조업","수프, 커피, 하이뮨, 하이뮨프로틴밸러스","1,867.9억원",중기업,미확인,2025,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/Mk1rUmdURlNZQ1hBYkxGclV4MjBVQT09/company_nm/%EC%9D%BC%EB%8F%99%ED%9B%84%EB%94%94%EC%8A%A4%28%EC%A3%BC%29,https://www.foodis.com/,식품 제조 기업
649,강원특별자치도,춘천시,바디텍메드(주),"체외 진단 시약 제조업,그 외 기타 의료용품 및 의약 관련제품 제조업,그 외 기타 의료용 기기 제조업","체외진단용 의약품, 진단기기","1,478.9억원",중기업,미확인,2025,https://www.jobkorea.co.kr/company/45390602,https://www.boditech.co.kr/,체외진단 의료기기 제조 기업
650,강원특별자치도,철원군,(주)케이엠헬스케어,"그 외 기타 의료용품 및 의약 관련제품 제조업,체외 진단 시약 제조업",의료용품,"1,238.9억원",중기업,미확인,2025,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/NStDWU9FbkFGenhaSE80emdrZmNWdz09/company_nm/%28%EC%A3%BC%29%EC%BC%80%EC%9D%B4%EC%97%A0%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4,http://www.kmhealthcare.co.kr/,의료용품 제조 기업
651,강원특별자치도,원주시,(주)네오바이오텍,"정형 외과용 및 신체 보정용 기기 제조업,치과용 기기 제조업,치과용 임플란트 제조업,치과기공물 제조업",임플란트,"1,169.1억원",소기업,미확인,2025,https://www.incruit.com/company/2084600/,https://www.neobiotech.com/,치과용 임플란트 제조 기업
652,강원특별자치도,횡성군,대화제약(주),"생물 의약품 제조업,합성의약품 및 기타 완제 의약품 제조업",의약품,"1,052.8억원",대기업,미확인,2025,https://www.dhpharm.co.kr/html/dh/DH_invest_financial,https://www.dhpharm.co.kr/,의약품 제조 기업
653,강원특별자치도,원주시,(주)네오플램,"도장 및 기타 피막처리업,알루미늄주물 주조업,금속 단조제품 제조업,가정용 비전기식 조리 및 난방 기구 제조업","주조주방용품,단조주방용품,세라믹코팅 쿡웨어, 후라이팬, 냄비","1,000.1억원",중기업,미확인,2025,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/akJ6cmdrRlZTZGkwdmhKRlVwRlJLUT09/company_nm/%28%EC%A3%BC%29%EB%84%A4%EC%98%A4%ED%94%8C%EB%9E%A8,https://www.neoflam.com/,주방용품 제조 기업
654,강원특별자치도,원주시,진양제약(주),"합성의약품 및 기타 완제 의약품 제조업,체외 진단 시약 제조업,그 외 기타 의료용품 및 의약 관련제품 제조업,생물 의약품 제조업","주사기 커버, 크리빅스정, 올메탄정, 아토란정, 압발탄",941.1억원,중기업,미확인,2025,https://www.jobkorea.co.kr/company/1435938/Salary,http://www.jinyangpharm.com/,의약품 제조 기업
655,강원특별자치도,춘천시,한화제약(주),"생물 의약품 제조업,기초 의약 물질 제조업,합성의약품 및 기타 완제 의약품 제조업,그 외 기타 식료품 제조업","헤파멜즈산,뮤테란캅셀,세보칸정외",806.3억원,중기업,미확인,2025,https://www.jobkorea.co.kr/company/1754744,https://www.hwpharm.com/,의약품 제조 기업
656,경기도,안산시,헨켈코리아 안산공장,화학제품 제조업,"산업용 및 가정용 접착제, 세제(홈케어)","5,299억 2,662만원",중견기업,예,2025.12,https://www.catch.co.kr/Comp/CompSummary/356034,https://www.henkel.co.kr/,헨켈그룹 계열 화학제품 제조 기업
657,경기도,안산시,CJ제일제당 안산공장,식품 제조업,"조미료, 식품첨가물, 가공식품","7조 2,811억 4,072만원",대기업,아니오,2025.12,https://search.naver.com/search.naver?query=CJ%EC%A0%9C%EC%9D%BC%EC%A0%9C%EB%8B%B9%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.cj.co.kr/kr/about/business/bio/cj-cheiljedang,식품 제조 기업
658,경기도,안산시,세아제강 안산공장,1차 철강 제조업,"강관(구조용, 배관용, 유정용 강관)","1조 3,721억 2,782만원",대기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%84%B8%EC%95%84%EC%A0%9C%EA%B0%95%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.seahsteel.co.kr/,철강제품 제조 기업
659,경기도,안산시,사조대림 안산공장,식품 제조업,"어묵, 맛살, 식용유, 수산 가공식품","1조 4,454억 940만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%82%AC%EC%A1%B0%EB%8C%80%EB%A6%BC%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://dr.sajo.co.kr/,식품 제조 기업
660,경기도,안산시,한국바스프 안산공장,화학제품 제조업,"엔지니어링 플라스틱, Polyurethane 시스템","2조 5,410억 3,904만원",중견기업,예,2025.12,https://search.naver.com/search.naver?query=%ED%95%9C%EA%B5%AD%EB%B0%94%EC%8A%A4%ED%94%84%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.basf.com/kr/ko,화학제품 제조 기업
661,경기도,안산시,롯데웰푸드 안산공장,식품 제조업,"빙과류, 제과류, 가공식품","3조 2,828억 5,661만원",대기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EB%A1%AF%EB%8D%B0%EC%9B%B0%ED%91%B8%EB%93%9C%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.lottewellfood.com/,식품 제조 기업
662,경기도,안산시,대림바스 안산공장,요업 및 위생도기 제조업,"양변기, 세면기, 수전금구, 비데","3,005억 6,754만원",중견기업,아니오,2025.12 IFRS 연결,https://search.naver.com/search.naver?query=%EB%8C%80%EB%A6%BC%EB%B9%84%EC%95%A4%EC%BD%94%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.daelimbath.com/,요업 및 위생도기 제조 기업
663,경기도,안산시,오제이씨 안산공장,금속 용기 제조업,"부탄가스, 에어로졸 캔, 산업용 금속 캔",1085억원,중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%98%A4%EC%A0%9C%EC%9D%B4%EC%94%A8%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.ojc.co.kr/,금속 용기 제조 기업
664,경기도,안산시,명화공업 안산공장,자동차 부품 제조업,"오일펌프, 워터펌프, 브레이크 디스크","8,823억 8,226만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EB%AA%85%ED%99%94%EA%B3%B5%EC%97%85%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.myunghwa.com/,자동차 부품 제조 기업
665,경기도,안산시,남양넥스모 안산공장,자동차 부품 제조업,"조향장치(스티어링 칼럼), 변속기 부품","7,007억 4,443만원",중견기업,아니오,2025.12 GAAP 연결,https://search.naver.com/search.naver?query=%EB%82%A8%EC%96%91%EB%84%A5%EC%8A%A4%EB%AA%A8%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.nexmo.co.kr/,자동차 부품 제조 기업
